date,Event Name,Meeting Place,Person,Source PDF
2023-12-07,Statehood Defense,Microsoft Teams Meeting,"Mulligan, Benjamin J (DFG)",AG Taylor Calendar - December 2023.pdf
2023-12-08,Meeting re DEC Regulations,,,AG Taylor Calendar - December 2023.pdf
2023-12-08,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-08,Check In AG Taylor/Sam Curtis,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-08,Personal Appointment,,,AG Taylor Calendar - December 2023.pdf
2023-12-08,Meeting AG Taylor/Jessie Alloway/Cori Mills re Waiver Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-08,Meeting AG Taylor/Cori Mills/Mags Paton-Walsh/Jeff Pickett re Settlement,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-08,End of pay period - submit leave slips or NLT ASAP,Microsoft Teams,"West, Kelly M (LAW); Settlement Discussion",AG Taylor Calendar - December 2023.pdf
2023-12-09,,,,AG Taylor Calendar - December 2023.pdf
2023-12-10,,,,AG Taylor Calendar - December 2023.pdf
2023-12-11,Canceled: PH: Staff,,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - December 2023.pdf
2023-12-11,Meeting AG Taylor/Cori Mills/Mags Paton Walsh/Jeff Pickett/Outside Counsel re Litigation Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-11,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-12,Supervisory Meeting (monthly),Microsoft Teams Meeting,"West, Kelly M (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-12,Teleconference AG Taylor/Cori Mills/Craig Richards re Litigation Issue,,", Access Code # (Cori wil chair); Dizon, Ninia",AG Taylor Calendar - December 2023.pdf
2023-12-12,DECEMBER CLE TUESDAY: Client Relations & Building Client Trust—From the Clients’ Perspective,Microsoft Teams Meeting,"Leeah, Jessica L (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-12,Governor's Open House,,,AG Taylor Calendar - December 2023.pdf
2023-12-12,ANC to JNU,,,AG Taylor Calendar - December 2023.pdf
2023-12-13,Meet & Greet AG Taylor/Yvette Soutiere,In Person - JNU AG's Office 4th Floor,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-13,Meeting AG Taylor/Sam Curtis/Stacie Kraly/Cori Mills/Patty Sullivan re Presser Prep,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-13,Holiday Bingo with Treg!,Microsoft Teams Meeting,"Carter, Richard J (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-13,MTG: AG,JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - December 2023.pdf
2023-12-13,MTG: Cabinet,JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - December 2023.pdf
2023-12-13,Meeting AG Taylor/Lee Cruise/Cori Mills re Regulations Issue,,", access code # (Cori to chair); Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-13,Cabinet/Leadership Dinner,,,AG Taylor Calendar - December 2023.pdf
2023-12-14,MTG: Staff,JNU,"Dunleavy, Governor (GOV sponsored); Budget Roll Out",AG Taylor Calendar - December 2023.pdf
2023-12-14,Teams Call with Israel Victims,Teams links (see below),"Mills, Cori M (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-14,Budget Prep,,,AG Taylor Calendar - December 2023.pdf
2023-12-14,Check In AG Taylor/Cori Mills,In Person JNU AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-15,Personal Leave,,,AG Taylor Calendar - December 2023.pdf
2023-12-16,,,,AG Taylor Calendar - December 2023.pdf
2023-12-17,,,,AG Taylor Calendar - December 2023.pdf
2023-12-18,Check In AG Taylor/Sam Curtis,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-18,Meeting AG Taylor/Angie Kemp/John Skidmore/George Torre/Angela Hoffman re Organized Retail Crime,Microsoft Teams Meeting; D,,AG Taylor Calendar - December 2023.pdf
2023-12-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-18,Year-End video filming,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-19,Meeting AG Taylor/John Haley/Cori Mills re Personnel Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-19,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-19,"MTG: Comm. Boyle, AG, David Bernhardt, Brent Goodrum, Mark Begich",Palmer,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - December 2023.pdf
2023-12-19,Meeting AG Taylor/Cori Mills/Anne Nelson/Ron Opsahl re DNR,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-20,Criminal Justice Working Group meeting,https://AKCOURTS-GOV.zoom.us/j/82207420638?pwd=eHlEaFhKTk11L0o4ZWNzWVkvUDNqQT09,Lesa Robertson,AG Taylor Calendar - December 2023.pdf
2023-12-20,Canceled: Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-21,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-21,BOI,Teleconference AG Taylor/Loren Leman; AG to call Mr. Leman at,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-21,Meet & Greet with Notre Dame Students,"OSP Conference; Room, Whale Bldg, 7th Floor","Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-21,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-21,Statehood Defense,Microsoft Teams Meeting,"Mulligan, Benjamin J (DFG)",AG Taylor Calendar - December 2023.pdf
2023-12-21,Meeting AG Taylor/Jeff Pickett re Settlement,AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-22,Meeting AG Taylor/Comm. Hedberg/Comm. Kovol/Cori Mills/Chris Robison re Investigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-22,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-22,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-23,,,,AG Taylor Calendar - December 2023.pdf
2023-12-24,,,,AG Taylor Calendar - December 2023.pdf
2023-12-25,Christmas Day - State Holiday,,,AG Taylor Calendar - December 2023.pdf
2023-12-26,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-27,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-28,Meeting AG Taylor/Cori Mills/Wendy Chamberlain/Heather Brakes re Update,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-29,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-29,Meeting AG Taylor/Angie Kemp/John Skidmore re Personnel Matter,AG's Office/Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - December 2023.pdf
2023-12-30,,,,AG Taylor Calendar - December 2023.pdf
2023-12-31,,,,AG Taylor Calendar - December 2023.pdf
2024-01-01,State Holiday - New Year's Day,,,AG Taylor Calendar - January 2024.pdf
2024-01-02,PH: AG Taylor,"Gallagher, Tyson C (GOV)",,AG Taylor Calendar - January 2024.pdf
2024-01-02,Hold for Prep Meeting,Microsoft Teams Meeting,"Robison, Chris A (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-03,"AS 39.25.080, BOI",10AM AK: 2nd Interview; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-03,"AS 39.25.080, BOI",1PM AK: 2nd Interview; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-03,Meeting AG Taylor/Rebecca Polizzotto re EO,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-03,Check In AG/Stacie,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-04,Check In AG/Stacie,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-04,Meeting AG Taylor/Rep. Carpenter/Kelly Howell/Laura Stidolph re Elections Matter,AG's Office/Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-04,Statehood Defense,,,AG Taylor Calendar - January 2024.pdf
2024-01-04,PH: AG Taylor,Microsoft Teams Meeting,"Gallagher, Tyson C (GOV); Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-05,Check In AG/Stacie,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-05,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-06,,,,AG Taylor Calendar - January 2024.pdf
2024-01-07,,,,AG Taylor Calendar - January 2024.pdf
2024-01-08,Meeting AG Taylor/Angie Kemp/Stacie Kraly/Rebecca Polizzotto/John Skidmore,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-09,Check In AG/Stacie,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-09,MTG 10:45a: AG Taylor,"550 W. 7th; Avenue, Anchorage, AK 99501 East Conference Room","Bylsma, Rachel E (GOV)",AG Taylor Calendar - January 2024.pdf
2024-01-09,MTG: AG Taylor,"Gallagher, Tyson C (GOV)",,AG Taylor Calendar - January 2024.pdf
2024-01-09,"MTG: AG, Lt. Governor",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-10,"MTG: AG, Cori Mills",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-10,Meeting LAW/DBS re DBS Issue,"ANC AGO, 1031 W. 4th Ave., Ste. 200/; Microsoft Teams Meeting","Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-10,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-10,Meet & Greet AG Taylor/Helen Mendolia/Laura Russell/Jennifer Teitell,"In Person - ANC AGO, 6th Floor","Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-10,Personal appt.,,,AG Taylor Calendar - January 2024.pdf
2024-01-11,Meeting AG Taylor/Cori Mills/Sean Lynch re Updates,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-11,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-12,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-13,Personal appt.,,,AG Taylor Calendar - January 2024.pdf
2024-01-14,,,,AG Taylor Calendar - January 2024.pdf
2024-01-15,MTG: House Majority,JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-15,MTG: House Minority,JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-15,MTG: Senate Minority,JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-15,State Holiday - MLK Day,,,AG Taylor Calendar - January 2024.pdf
2024-01-15,ANC TO JNU,,,AG Taylor Calendar - January 2024.pdf
2024-01-16,JNU To Jan 18,First Day of 2nd Session of the 33rd Legislature -,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-16,Teleconference AG Taylor/Frank Richards re AGDC,Microsoft Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-16,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-16,January CLE Tuesday: Legislative Procedures,Microsoft Teams Meeting,"Leeah, Jessica L (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-17,Meeting AG Taylor/Cori Mills/Rebecca Polizzotto re Tax Issues,JNU AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-17,From Jan 16 JNU To Jan 18,,,AG Taylor Calendar - January 2024.pdf
2024-01-17,Personal,,,AG Taylor Calendar - January 2024.pdf
2024-01-17,Check In AG Taylor/Cori Mills,JNU AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-17,Meeting with AOGA Board of Directors,"Centennial Hall Convention Center (101 Egan; Dr, Juneau, AK 99801)","Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-18,From Jan 16 JNU,,,AG Taylor Calendar - January 2024.pdf
2024-01-18,Meeting AG Taylor/Cori Mills/Anne Nelson/Ron Opsahl re Litigation Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-18,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-18,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-18,Meeting AG Taylor/Cori Mills/Anne Nelson/Aaron Peterson re Litigation Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-18,Meeting AG Taylor/Cori Mills/Aaron Peterson/Matt Stinson re Ethics Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-19,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-19,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-19,AHFC,Microsoft Teams Meeting,"Mills, Cori M (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-20,,,,AG Taylor Calendar - January 2024.pdf
2024-01-21,,,,AG Taylor Calendar - January 2024.pdf
2024-01-22,Meeting AG Taylor/Trevor Consoliver/Comm. Crum/DC Limani/Cori Mills re Bill,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-22,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-23,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-23,Meeting AG Taylor/Jessie Alloway/Cori Mills/Parker Patterson/Rebecca Polizzotto/Kaci Schroeder/John Skidmore re Bill,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-24,Check In AG Taylor/Cori Mills,JNU AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-24,"MTG: AG, Cori Mills",JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-24,Meeting AG Taylor/Angie Kemp/John Skidmore re Strategic Plan,Microsoft Teams,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-24,"MTG: AG Taylor, Comm Crum, Laura Stidolph","Gallagher, Tyson C (GOV)",,AG Taylor Calendar - January 2024.pdf
2024-01-25,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-26,PH: AG,JNU,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-26,Trustee Council Meeting,Microsoft Teams Meeting,"Maglaqui, Joy P (EVOSTC sponsored)",AG Taylor Calendar - January 2024.pdf
2024-01-26,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-26,Meeting AG Taylor/Mike Connolly/Cori Mills/Ron Opsahl re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-26,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-27,,,,AG Taylor Calendar - January 2024.pdf
2024-01-28,,,,AG Taylor Calendar - January 2024.pdf
2024-01-29,JNU To Feb 1,,,AG Taylor Calendar - January 2024.pdf
2024-01-30,Reception,,,AG Taylor Calendar - January 2024.pdf
2024-01-30,From Jan 29 JNU To Feb 1,,,AG Taylor Calendar - January 2024.pdf
2024-01-30,Meeting AG Taylor/Chris Robison re Lawsuit Update,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-30,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-30,Meeting AG Taylor/Cori Mills/Anne Nelson/Ron Opsahl/John Shively re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-30,- 8:00pm State of the State Address,,,AG Taylor Calendar - January 2024.pdf
2024-01-31,ANCSA CS Litigation - Next Steps,Microsoft Teams Meeting,"Pokon, Emma K (DEC)",AG Taylor Calendar - January 2024.pdf
2024-01-31,Check In AG Taylor/Cori Mills,JNU AG's Office/; Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-31,Meeting LAW/DEC re Settlement Agreement,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-31,LexisNexis Digital Library Refresher Course,Zoom,"Carter, Richard J (LAW)",AG Taylor Calendar - January 2024.pdf
2024-01-31,From Jan 29 JNU To Feb 1,,,AG Taylor Calendar - January 2024.pdf
2024-01-31,Meeting AG Taylor/Cori Mills/Parker Patterson re Legislation,JNU AG's Office/Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - January 2024.pdf
2024-02-01,Pre-Brief: AG & General Saxe,Microsoft Teams Meeting,"Saxe Maj; Gen, Torrence W (MVA)",AG Taylor Calendar - February 2024.pdf
2024-02-01,- 11:51pm JNU to ANC,,,AG Taylor Calendar - February 2024.pdf
2024-02-01,"PH: AG, Rebecca Polizzotto, Erin Egan, Jeff Waller, Stacie Kraly, Bob Doyle","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - February 2024.pdf
2024-02-01,From Jan 29 JNU,,,AG Taylor Calendar - February 2024.pdf
2024-02-01,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-02,Write Thank You Notes,,,AG Taylor Calendar - February 2024.pdf
2024-02-02,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-02,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-02,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-02,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-03,,,,AG Taylor Calendar - February 2024.pdf
2024-02-04,,,,AG Taylor Calendar - February 2024.pdf
2024-02-05,Meeting AG Taylor/Cori Mills/Anne Nelson/Ron Opsahl/John Shively re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-05,Meeting AG Taylor/Comm. Anderson/Comm. Boyle/Sean Lynch/Cori Mills/Craig Richards re Litigation,Microsoft Teams Meeting,Dizo,AG Taylor Calendar - February 2024.pdf
2024-02-05,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-06,4:45 House Minority Briefing with Gen. Saxe,,,AG Taylor Calendar - February 2024.pdf
2024-02-06,BOI,"LAW & OMB; OMB Meeting; Microsoft Teams Meeting; Blanc, Amber (LAW)",Le,AG Taylor Calendar - February 2024.pdf
2024-02-06,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-06,Room 404,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-06,Senate Briefing with Gen. Saxe,"Beltz Room 105; Deputy Comm.; ANC North Conf, ,, Code: #,,","Dizon, Ninia R (LAW) 12:00-1:00 PM: MTG: Comm. Boyle, Deputy Comm. Goodrum,; Crowther, Comm. Anderson, Comm.; Bylsma, Rachel E (GOV)",AG Taylor Calendar - February 2024.pdf
2024-02-07,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-07,Meeting AG Taylor/Jessie Alloway/Stacie Kraly/Cori Mills/Anne Nelson/Noah Star/Laura Wolff re Amicus Brief,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-08,Meeting with Rep. Cronk,Room 418,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-08,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-08,JNU to ANC,,,AG Taylor Calendar - February 2024.pdf
2024-02-09,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
2024-02-09,Weekly Legislative Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - February 2024.pdf
